"","Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","RainToday","Humidity9am","Cloud9am","Pressure9am","WindDir9am","WindDir3pm","RainTomorrow"
"288","PearceRAAF",12.4,20.5,0,"WSW",59,"Yes",75,4,1018.7,"S","W","No"
"289","PerthAirport",17.7,23.3,4.4,"SSW",50,"Yes",85,7,1017.3,"S","SSW","Yes"
"290","Mildura",20.1,36.7,0,"N",39,"No",32,5,1009.5,"S","W","Yes"
"291","PerthAirport",22.8,41.9,0,"NW",44,"No",68,1,1014.9,"ENE","N","No"
"292","Watsonia",3.1,10,0.8,"N",22,"No",99,7,1018,"SSE","N","Yes"
"293","PerthAirport",17.3,23.2,0,"ESE",39,"No",43,1,1016.9,"SSE","SSE","No"
"294","Williamtown",21.4,26.3,0,"SSW",50,"No",80,8,1003.4,"SSW","W","No"
"295","Sale",12.2,27.3,0,"ESE",41,"No",68,2,1023.1,"WSW","W","No"
"296","AliceSprings",21,35.4,0,"E",37,"No",46,6,1014.1,"E","ESE","No"
"297","Mildura",11.8,23.3,0,"WSW",41,"No",55,1,1016.7,"W","W","No"
"298","Mildura",5.3,21.3,0.4,"NW",24,"No",70,0,1023.9,"ENE","NNW","No"
"299","Bendigo",2,16.4,0,"WNW",33,"No",54,1,1022.3,"E","W","No"
"300","Ballarat",3.6,10.1,1,"W",37,"No",83,4,1017.3,"W","W","Yes"
"301","Cairns",22.15,27.5,1,"E",35,"No",82,7,1015.6,"SSE","SSE","Yes"
"302","Canberra",8.3,21.8,0,"S",35,"No",68,1,1020.8,"SSE","W","No"
"303","Portland",7.6,14.8,0,"N",43,"No",73,7,1012.4,"NNE","N","Yes"
"304","Perth",7.6,18.9,0,"WSW",33,"No",57,4,1023.8,"N","WSW","No"
"305","Mildura",17.6,34,0,"SSE",43,"No",55,3,1011.9,"S","W","No"
"306","Canberra",9.1,24.7,5.6,"E",39,"Yes",92,1,1014.6,"SSW","NNE","No"
"307","SydneyAirport",15.4,19.5,0,"W",57,"No",40,1,1011.7,"WNW","W","No"
"308","PerthAirport",11.7,30.5,0,"E",39,"No",35,1,1019.3,"ESE","E","No"
"309","Moree",12.3,30.8,0,"E",33,"No",61,1,1016,"ENE","W","No"
"310","Mildura",15.3,37.4,0,"NNW",39,"No",27,4,1008.6,"NNE","N","No"
"311","PearceRAAF",16.9,32.9,0,"WSW",40,"No",35,1,1007.4,"S","SW","No"
"312","WaggaWagga",9.8,32.5,0,"ENE",28,"No",60,1,1018.8,"E","SE","No"
"313","Williamtown",14.15,32.1,0,"E",35,"No",66,0,1017.3,"NNW","ESE","No"
"314","Watsonia",19,36.9,0,"NNE",33,"No",47,1,1012.9,"SSE","NNW","No"
"315","Katherine",22.5,36.5,4.2,"E",39,"Yes",68,0,1010.8,"SE","E","No"
"316","Watsonia",13.7,28,0,"NE",26,"No",75,6,1023.9,"ENE","NE","No"
"317","Mildura",8.6,21.3,0,"WNW",43,"No",66,0,1017.1,"SSE","WNW","No"
"318","SydneyAirport",15.4,25.5,0.2,"E",28,"No",76,2,1025.4,"W","W","No"
"319","Perth",12.5,20.7,5,"SW",33,"Yes",66,3,1010.4,"W","WSW","No"
"320","Sydney",16.9,24.6,1,"E",37,"No",60,4,1019.9,"ESE","W","No"
"321","WaggaWagga",9.4,15.1,0,"W",56,"No",84,7,1003.8,"WSW","W","Yes"
"322","Williamtown",15.6,37.1,0,"NW",46,"No",77,1,1011.5,"NNW","NW","No"
"323","WaggaWagga",11,30.7,0,"NE",39,"No",43,0,1017.8,"ENE","NNE","No"
"324","NorfolkIsland",18.8,24.9,0,"ENE",31,"No",82,5,1016.5,"NNE","SSW","Yes"
"325","Cairns",25.5,34.5,0,"N",33,"No",68,7,1005.8,"WNW","N","Yes"
"326","Richmond",9.3,18.9,0,"S",31,"Yes",68,4,1029.5,"SSE","SSW","No"
"327","PerthAirport",4.4,16.1,0,"NNW",19,"No",68,6,1030.3,"NNW","SW","No"
"328","Darwin",23.2,32.4,0.2,"N",33,"No",68,2,1013.7,"NE","N","No"
"329","MountGambier",9.2,14.8,0,"E",37,"Yes",68,6,1009.5,"SSE","SE","Yes"
"330","Sale",2.8,19.5,0,"NW",52,"No",52,1,1006.9,"NNW","NW","No"
"331","NorfolkIsland",19.7,25,0,"SW",33,"Yes",92,5,1016.6,"NE","W","No"
"332","Mildura",10.15,23.3,0,"SSE",37,"No",65,7,1018.6,"S","W","No"
"333","Hobart",2.8,11.7,0,"WSW",39,"Yes",48,4,1014.1,"SW","SW","No"
"334","NorfolkIsland",17.6,26.9,0,"E",37,"No",83,8,1016.3,"SE","E","No"
"335","Nuriootpa",8.3,14.5,1.4,"WSW",48,"Yes",96,6,1026,"W","W","Yes"
"336","Moree",10.5,26.9,0,"NNE",39,"No",52,1,1020.7,"NE","ENE","No"
"337","WaggaWagga",13.4,29.4,0,"WSW",33,"No",68,3,1015.8,"SSE","SW","No"
"338","AliceSprings",14.8,37.4,0,"NW",33,"No",68,5,1007.8,"NNE","WSW","No"
"339","PerthAirport",20.5,31.9,0,"NNE",54,"No",68,3,1010.2,"N","ENE","No"
"340","Canberra",9.9,29.7,0,"E",39,"No",68,5,1019.4,"NW","NNW","No"
"341","Mildura",27.6,35.2,0,"S",52,"No",68,5,1004,"SW","W","No"
"342","PerthAirport",16,23.2,0,"W",35,"No",69,6,1016.6,"WNW","W","No"
"343","Nuriootpa",7,13.8,4.4,"E",26,"Yes",88,7,1013.9,"NE","W","Yes"
"344","Townsville",16.6,24.1,0,"SSE",39,"Yes",92,8,1015.2,"ENE","W","No"
"345","Watsonia",10.3,25.8,0,"N",39,"No",54,7,1025.2,"N","N","No"
"346","PerthAirport",11.6,23.4,0,"ENE",31,"No",50,2,1021.9,"NNE","WNW","Yes"
"347","PerthAirport",3.7,25.7,0,"N",28,"No",30,1,1017.3,"SSE","NNE","No"
"348","Townsville",20.7,29,0,"N",39,"No",75,1,1012.7,"NNW","W","No"
"349","Townsville",22.75,28,0,"NE",37,"No",56,4,1016.8,"SE","NE","No"
"350","PearceRAAF",12.4,27,0,"E",59,"Yes",67,7,1017.3,"E","E","No"
"351","Brisbane",24.6,32.6,0,"E",30,"No",60,4,1008.6,"NNE","NE","No"
"352","PerthAirport",18.8,24.3,0,"SE",39,"No",73,7,1017.3,"SE","SSE","No"
"353","Perth",12.5,31.5,0,"NE",31,"No",27,1,1017.1,"NNE","WSW","No"
"354","Sydney",8.3,19.4,0,"W",26,"No",87,0,1017.3,"WNW","W","No"
"355","PerthAirport",2.7,20.7,0,"E",33,"No",61,0,1027.6,"NNE","WSW","No"
"356","Cobar",12.2,25.2,0,"NNW",28,"No",68,6,1017.3,"NNE","N","No"
"357","Canberra",7.9,12.1,3.2,"E",28,"Yes",97,8,1026.7,"SSE","E","No"
"358","Ballarat",4,11,0,"W",50,"No",81,7,1015.2,"W","WSW","Yes"
"359","Cairns",24.6,30.3,0,"SE",39,"Yes",86,7,1005.6,"SSE","SE","Yes"
"360","PerthAirport",9.8,21.5,0,"NNW",37,"No",66,7,1009.7,"NNE","W","Yes"
"361","Nuriootpa",4.9,19.8,0,"NNW",41,"No",55,3,1017.3,"NNE","W","No"
"362","PearceRAAF",12.4,21.6,1.4,"SW",37,"Yes",60,4,1020.5,"W","WSW","No"
"363","Woomera",12.8,28.7,0,"SSE",43,"No",50,0,1017.3,"SE","S","No"
"364","AliceSprings",17.9,35.8,0,"E",41,"No",66,7,1016.5,"ENE","NW","No"
"365","Melbourne",10.8,19.2,0,"W",39,"No",54,7,1008.4,"NNW","W","No"
"366","CoffsHarbour",14.7,24.9,3.6,"SSW",33,"Yes",62,1,1022.2,"SW","E","No"
"367","Portland",9.7,19.4,0,"WSW",30,"No",66,7,1021.5,"WNW","W","No"
"368","Ballarat",5.4,28.8,0,"NNW",44,"No",75,8,1009.9,"N","NNW","Yes"
"369","Woomera",4.8,17,0,"ENE",39,"No",68,7,1017.3,"ESE","ENE","No"
"370","Cairns",21,28,1.2,"SSE",35,"Yes",91,8,1017.3,"ESE","W","No"
"371","Mildura",7.7,19.6,0,"W",50,"No",42,1,1015.3,"WNW","W","No"
"372","PerthAirport",15.9,34.8,0,"E",52,"No",54,6,1012.5,"E","SSE","No"
"373","CoffsHarbour",9.3,19.1,0.2,"E",28,"No",68,8,1024.7,"SW","W","No"
"374","Hobart",13.7,31.3,0,"WNW",52,"No",47,4,1002.2,"NW","SE","No"
"375","PerthAirport",18.7,20.4,0,"S",39,"No",79,7,1015.1,"S","S","No"
"376","Nuriootpa",4.5,12.4,2.4,"W",26,"Yes",68,8,1027.6,"WSW","WSW","No"
"377","Darwin",12.375,36.6,0,"WNW",33,"No",68,3,1010.7,"NNE","W","No"
"378","Hobart",10,10.7,1.6,"NNW",30,"Yes",83,3,1023.4,"SSE","W","No"
"379","PerthAirport",11.6,26.8,0,"E",48,"No",49,3,1017.3,"ENE","ENE","No"
"380","Mildura",10.15,23.3,0,"NNE",39,"No",68,1,1019.2,"NE","W","No"
"381","PerthAirport",11.1,23.2,0,"WSW",46,"No",71,5,1012.7,"W","SSW","No"
"382","Cobar",23,38.9,0,"W",39,"No",28,7,1012.8,"NE","W","No"
"383","MelbourneAirport",6.6,13.8,0,"E",39,"Yes",64,7,1017.3,"W","WSW","Yes"
"384","Brisbane",6,20.5,0,"WSW",17,"No",57,0,1020.4,"SW","WNW","No"
"385","PerthAirport",20.5,23.2,0,"NW",39,"No",67,6,1000.4,"N","WNW","No"
"386","PerthAirport",15.4,21.2,0,"NE",41,"No",69,7,1017.3,"N","NE","No"
"387","Melbourne",19.3,31.9,0,"NNW",39,"No",49,3,1005,"NNE","WSW","Yes"
"388","AliceSprings",3.2,27,0,"NW",41,"No",38,0,1017.3,"ENE","N","No"
"389","Cairns",21.3,31.9,0,"N",31,"No",56,0,1011.3,"NE","N","No"
"390","Nuriootpa",11.5,20,0,"WNW",39,"No",64,7,1009.3,"WNW","WNW","No"
"391","PerthAirport",24,26.8,0,"ESE",44,"Yes",96,8,1007.4,"NNE","W","Yes"
"392","SydneyAirport",21.8,30.1,0,"NNE",56,"No",60,1,1019.6,"NNE","NE","No"
"393","Sydney",21.4,28.8,0,"E",30,"No",84,8,1012.3,"E","E","Yes"
"394","Brisbane",15.7,27.5,0,"NE",39,"No",77,3,1020.4,"SW","NE","No"
"395","Darwin",24,35.2,0,"NW",41,"No",55,1,1017.3,"SE","NNW","No"
"396","Richmond",21.1,28.3,0,"SE",31,"Yes",96,4,1006.8,"S","SSE","Yes"
"397","Cairns",19.5,30.4,0,"SE",37,"No",59,2,1011.6,"SE","ESE","No"
"398","Nuriootpa",13.6,25.2,0,"E",48,"No",54,3,1017.5,"SSE","W","Yes"
"399","PerthAirport",23.6,31.3,0.8,"ENE",46,"No",84,7,1017.3,"SE","W","Yes"
"400","PerthAirport",11.5,15.5,0,"SE",52,"No",60,6,1024.3,"SSE","ESE","No"
"401","Portland",8.7,13.8,0,"SSW",50,"Yes",68,8,1030.4,"S","S","No"
"402","Melbourne",9,21.4,0,"SSE",26,"No",68,7,1021.2,"NNE","S","No"
"403","CoffsHarbour",14.55,23.2,0,"E",28,"Yes",82,1,1019.8,"WSW","ENE","No"
"404","WaggaWagga",3.3,13.7,0.8,"SW",35,"No",68,7,1021.2,"WNW","WSW","No"
"405","PerthAirport",14.1,27.1,0,"SSE",33,"No",57,2,1020.4,"ENE","SW","No"
"406","Brisbane",17.7,29.9,0,"NE",19,"No",66,4,1017.5,"NW","NE","Yes"
"407","Cairns",22.5,33,0,"SSE",33,"No",59,3,1017.3,"SSE","ESE","No"
"408","WaggaWagga",22.8,34.6,0,"NNW",57,"Yes",94,8,1014.1,"SSE","NNE","Yes"
"409","Cobar",6.4,18.4,0,"ESE",20,"No",81,6,1017.3,"E","NNW","No"
"410","Watsonia",11,24.3,0,"N",46,"No",45,3,1028.8,"NNE","N","No"
"411","Albury",1.1,11.9,0,"E",44,"No",100,8,1017.3,"SSE","SSE","No"
"412","Townsville",24.8,31.4,0,"SE",37,"No",68,7,1011.3,"ESE","ENE","Yes"
"413","Moree",17.8,33.2,0,"NE",41,"No",59,1,1019.8,"NNE","W","No"
"414","PerthAirport",9.7,19.2,0,"WSW",30,"No",91,7,1014.8,"W","SW","No"
"415","CoffsHarbour",8.5,19.3,0,"NW",17,"No",83,7,1020.2,"WSW","NNE","No"
"416","Cairns",21.2,30.2,0,"NNE",28,"No",62,6,1017.3,"NNE","NNE","No"
"417","Portland",11.2,21.2,0,"ENE",35,"No",68,6,1017.3,"ESE","SE","Yes"
"418","Brisbane",17.3,26.8,0.2,"ENE",31,"No",68,3,1019.4,"NNE","NE","No"
"419","Albury",10,12.6,0.2,"NW",22,"No",99,8,1024.5,"SE","W","No"
"420","CoffsHarbour",17.4,25.8,7,"ESE",28,"Yes",75,5,1013.6,"S","SE","No"
"421","Moree",19.5,25.3,0,"NNE",59,"No",67,8,1013.4,"NNE","W","Yes"
"422","PerthAirport",2.4,9.4,0,"N",59,"No",99,6,1025.7,"N","N","No"
"423","MountGambier",11.6,17.2,0,"NW",56,"Yes",94,8,1008.3,"NW","WNW","Yes"
"424","PerthAirport",7.7,21.2,0,"SW",39,"No",63,1,1021.3,"S","WSW","No"
"425","AliceSprings",19.2,40.3,0,"E",41,"No",68,5,1011.1,"E","ESE","No"
"426","Bendigo",7.6,23.5,0,"WSW",39,"No",61,6,1017.1,"SSW","SW","No"
"427","Woomera",15.4,26,0,"SE",44,"No",68,3,1016.5,"SSE","WSW","No"
"428","SydneyAirport",13,22,0,"E",28,"No",66,1,1023.3,"NW","W","No"
"429","PerthAirport",8.5,13.4,0,"WNW",41,"No",68,6,1016.7,"S","WNW","Yes"
"430","SydneyAirport",15.8,32.4,0,"SSW",50,"No",51,5,1022.3,"NNW","S","No"
"431","PerthAirport",9.8,22.3,2.4,"NW",39,"Yes",96,7,1013.8,"N","WNW","Yes"
"432","SydneyAirport",6.2,14.1,0,"SSW",46,"No",48,1,1027.3,"W","SSW","No"
"433","PerthAirport",19.6,35.1,0,"ENE",39,"No",68,1,1012,"ENE","NNE","No"
"434","Hobart",13.5,31.7,0,"NNW",56,"No",48,5,1018.3,"NNW","NNW","No"
"435","PerthAirport",12.1,20.6,0,"ESE",52,"No",81,8,1017.8,"SSW","SW","Yes"
"436","PerthAirport",14,23.2,0,"SW",37,"No",44,0,1012.5,"ESE","SW","No"
"437","Katherine",15.5,34.2,0,"E",41,"No",54,3,1014.9,"SSE","W","No"
"438","Woomera",10.4,26.3,0,"NNE",41,"No",68,0,1017.3,"NNE","W","No"
"439","Portland",14.8,20.1,0,"W",43,"No",76,5,1010.8,"SW","WNW","No"
"440","Sydney",13.8,21.3,0,"SSE",57,"No",61,6,1017.3,"SE","SE","No"
"441","Perth",10.5,19.6,0,"WNW",39,"Yes",80,3,1017,"SSE","WNW","Yes"
"442","Nuriootpa",6.6,20,0,"WNW",43,"No",91,7,1017.5,"WNW","W","Yes"
"443","Ballarat",5.5,14.5,0,"N",35,"No",68,1,1025.4,"SSE","NE","No"
"444","PerthAirport",18.8,35.4,0,"E",39,"No",36,2,1015.2,"ENE","NE","No"
"445","MelbourneAirport",18.5,18.9,0,"N",57,"No",39,1,1012.7,"N","NNE","No"
"446","MelbourneAirport",10.5,16.8,0,"W",54,"No",62,7,1015.2,"WNW","NW","No"
"447","MountGambier",4.3,11.2,0,"NE",30,"No",70,3,1030.3,"NE","NE","No"
"448","PearceRAAF",7.9,23.2,0,"WNW",33,"No",94,6,1016.5,"N","W","Yes"
"449","Sydney",14.3,25.2,0,"ESE",39,"No",54,3,1020,"SSE","ESE","No"
"450","Darwin",25.8,31.9,3.8,"E",35,"Yes",83,6,1009.7,"SW","NW","Yes"
"451","Moree",21.7,26.55,1,"E",39,"No",54,1,1011.9,"SSE","ESE","No"
"452","Watsonia",17.7,36.8,0,"E",59,"No",68,7,1004.8,"NE","NNW","No"
"453","Katherine",11.9,30.6,0,"ESE",28,"No",70,1,1015.4,"ENE","N","No"
"454","Portland",6.7,18.1,0.4,"N",28,"No",81,7,1017.3,"N","N","No"
"455","Brisbane",15.4,19.6,0,"NE",24,"Yes",85,8,1027.3,"S","NE","Yes"
"456","Perth",10.5,34.3,0,"NE",41,"No",68,0,1017.2,"NE","NNE","No"
"457","Darwin",18.1,30.5,0,"E",35,"No",46,1,1017.3,"E","NW","No"
"458","SydneyAirport",9.4,17.7,0,"WNW",35,"No",74,6,1023.7,"NW","E","No"
"459","CoffsHarbour",16.4,25.9,0,"E",26,"No",57,1,1007.5,"SE","E","No"
"460","SydneyAirport",6.2,20,0.2,"E",39,"No",78,0,1015.2,"NW","NW","Yes"
"461","Katherine",12.3,29.2,0,"ESE",41,"No",68,0,1018.6,"ESE","SE","No"
"462","Katherine",20.7,34.1,2,"ENE",39,"Yes",66,3,1009,"NW","N","Yes"
"463","Watsonia",19.8,28.4,0,"N",48,"No",36,6,1021.8,"ENE","N","Yes"
"464","Watsonia",10.3,35.6,0,"S",28,"No",75,7,1013.4,"SW","SW","No"
"465","Canberra",5.6,15.2,0,"NW",37,"No",68,7,1021.6,"NNW","NW","Yes"
"466","Cairns",17.5,27.7,0,"SE",37,"No",61,2,1018.9,"S","ESE","No"
"467","MelbourneAirport",11.2,25.3,0,"ENE",24,"No",89,6,1019.7,"NNW","ESE","No"
"468","Mildura",19.7,31.7,0,"NNW",41,"No",78,1,1016.1,"NNW","SSW","No"
"469","Cairns",24.7,34.8,0.4,"NE",33,"No",54,3,1006.4,"SSE","NE","Yes"
"470","MelbourneAirport",7.3,15.6,0,"E",41,"Yes",86,7,1024.7,"SSW","S","No"
"471","Watsonia",12.1,32.5,0,"NNW",35,"No",56,3,1017.3,"ENE","N","No"
"472","Bendigo",9.1,15.1,4.4,"W",33,"Yes",95,8,1017.3,"WNW","NW","Yes"
"473","Cobar",9.1,12.6,2.6,"W",54,"Yes",80,5,1012.8,"W","WSW","No"
"474","Moree",3,21.2,0,"NNE",44,"No",82,8,1022.2,"ENE","NNE","Yes"
"475","Moree",9.4,23.4,0,"SSW",50,"No",94,4,1020.2,"NE","W","Yes"
"476","Ballarat",11.3,24.8,0,"SSE",50,"No",99,8,1011.1,"SSE","ESE","No"
"477","CoffsHarbour",5.3,23.2,0,"WSW",33,"No",49,0,1017,"WSW","S","No"
"478","PerthAirport",12.4,20.5,0,"WSW",39,"No",45,3,1002.7,"W","W","Yes"
"479","Williamtown",19.5,27.2,0.2,"ESE",39,"No",64,4,1017.3,"ESE","ESE","No"
"480","PerthAirport",12.5,18.2,0,"W",39,"No",68,4,1017.7,"W","W","No"
"481","PerthAirport",9.8,26.6,0,"E",37,"No",69,6,1030.9,"NW","W","No"
"482","CoffsHarbour",9.9,23.3,0,"NNE",46,"No",72,3,1024.2,"ESE","NE","No"
"483","CoffsHarbour",17.5,21,1,"S",43,"No",93,8,1018.4,"SW","SSE","Yes"
"484","Cairns",23.1,30.7,0,"E",48,"Yes",83,7,1014,"S","SE","No"
"485","PerthAirport",12.1,11.7,2,"W",46,"Yes",68,4,1015.7,"SSE","WNW","No"
"486","Woomera",5.4,17.1,0,"ESE",22,"No",72,0,1031.2,"E","ENE","No"
"487","Canberra",-1.5,20.4,0,"NNW",30,"No",68,1,1020.1,"N","NW","No"
"488","Uluru",24.6,34.9,0,"E",48,"No",30,3,1017.6,"ESE","ENE","No"
"489","PerthAirport",8.3,17.3,0.2,"NW",39,"No",87,6,1008.2,"NNW","NW","Yes"
"490","Nuriootpa",8,20,1,"E",43,"No",93,7,1014.4,"SSE","SW","No"
"491","AliceSprings",13.9,23.6,0,"SSW",41,"No",44,1,1017.8,"S","SSE","No"
"492","PerthAirport",7,23.2,0,"E",41,"No",68,0,1017.3,"ESE","ESE","No"
"493","Katherine",27,34.1,0,"WNW",41,"No",61,6,1011.3,"WNW","NW","No"
"494","PerthAirport",5.8,24.2,0,"ENE",35,"No",48,0,1025.8,"ENE","N","No"
"495","Canberra",3.5,17,0,"E",39,"No",70,1,1026.5,"SSE","ENE","No"
"496","WaggaWagga",7.6,10.2,4.4,"WSW",33,"Yes",93,8,1010.4,"E","ESE","Yes"
"497","NorfolkIsland",15.9,21.9,0,"SE",35,"No",66,2,1020.9,"SSE","SE","No"
"498","Bendigo",2.2,11.9,0,"ENE",30,"No",58,3,1017.9,"ENE","W","No"
"499","PerthAirport",18.3,31.7,0,"E",41,"No",72,7,1017.5,"E","E","No"
"500","PearceRAAF",5.7,17.9,0,"ENE",22,"No",88,7,1017.3,"NNW","NNE","Yes"
"501","Darwin",26.1,35.9,0,"E",39,"No",64,4,1009.8,"N","NNE","No"
"502","NorfolkIsland",16.4,20.9,0,"NE",50,"No",74,7,1017.3,"NNE","NE","Yes"
"503","Cobar",11.5,28.1,0,"NE",35,"No",40,2,1026.3,"ENE","NNE","No"
"504","Hobart",12.2,17.8,0.6,"SE",37,"No",56,7,1018.8,"SW","SSE","No"
"505","PerthAirport",6.1,15.1,0.4,"WSW",39,"No",37,2,1012.5,"W","W","No"
"506","Nuriootpa",8,21.7,0.6,"SSE",41,"No",73,7,1017.8,"N","W","No"
"507","SydneyAirport",15.6,21.7,0,"S",39,"No",83,8,1022.9,"S","S","No"
"508","Hobart",3.7,7.7,0,"WSW",39,"Yes",67,6,1017.3,"WSW","SW","Yes"
"509","Watsonia",8,16.7,0,"SW",39,"No",83,7,1026.1,"NNW","S","No"
"510","Moree",10.5,26.55,0,"NNE",39,"No",48,1,1023.1,"N","NW","No"
"511","Mildura",3.9,21.2,0,"NNE",20,"No",91,5,1017.3,"E","NNE","No"
"512","Brisbane",15,23.9,0,"E",24,"Yes",62,2,1022.4,"SE","ENE","No"
"513","PerthAirport",10.2,18.8,4.6,"SW",48,"Yes",79,5,1019.8,"NNW","W","No"
"514","Melbourne",11.1,13.1,0,"N",57,"No",68,7,1019.5,"N","N","Yes"
"515","Melbourne",14.1,21.6,1.2,"S",37,"Yes",90,7,1020.6,"SSW","S","No"
"516","Darwin",25.8,31.9,0,"E",46,"No",86,7,1008.9,"ESE","W","Yes"
"517","Hobart",10,18.9,0,"NW",39,"No",58,7,1012.5,"SSW","ESE","No"
"518","Woomera",6.1,17.9,0,"SSW",28,"No",82,1,1017.3,"SSW","SW","No"
"519","Townsville",18.6,25.9,0,"ESE",39,"No",60,4,1021.4,"ESE","W","No"
"520","NorfolkIsland",21.6,25.8,0,"E",39,"No",77,7,1011.7,"ENE","ENE","Yes"
"521","PerthAirport",8.6,27.3,0,"N",35,"No",74,0,1021.7,"E","W","No"
"522","NorfolkIsland",19.9,24.8,1.8,"SE",39,"Yes",71,4,1019,"ESE","ESE","No"
"523","PerthAirport",12.1,29,0,"N",33,"No",43,1,1017.8,"SSE","S","No"
"524","Townsville",18.8,27.3,0,"ENE",39,"No",69,6,1015.9,"ESE","ENE","No"
"525","Perth",12.5,19.4,0,"SW",33,"Yes",78,3,1017.5,"SE","S","No"
"526","MelbourneAirport",3.6,18.9,0.8,"WSW",30,"No",60,7,1026.6,"W","SSW","No"
"527","Williamtown",9.7,21,0,"SE",22,"No",91,8,1021.3,"NW","SE","Yes"
"528","Mildura",11,27.1,0,"W",39,"No",56,1,1022.4,"N","W","No"
"529","NorfolkIsland",18.4,23.2,0,"NW",35,"No",75,3,1017.4,"NW","WNW","No"
"530","Perth",7.1,21.7,0,"SSW",26,"No",79,5,1014.9,"NNE","WSW","Yes"
"531","PerthAirport",10.8,26.2,0,"SW",39,"No",68,1,1022.9,"ESE","W","No"
"532","Cairns",22.15,30.5,0,"E",35,"Yes",89,7,1017.3,"SSE","NNE","Yes"
"533","WaggaWagga",4.1,14.6,0,"SW",22,"No",76,4,1023.2,"WNW","WSW","No"
"534","WaggaWagga",23.2,34.4,0,"E",39,"No",52,5,1009.6,"N","W","No"
"535","Sale",12.6,23.7,0,"E",48,"No",73,7,1021.9,"E","E","No"
"536","Perth",13.3,24.3,0,"SW",39,"No",49,0,1018.2,"SSE","SW","No"
"537","Perth",5.1,19.4,0,"E",26,"No",73,2,1022.7,"E","E","No"
"538","Albury",9,14.3,7,"W",44,"Yes",93,8,1010.8,"SSE","NNW","Yes"
"539","SydneyAirport",21.1,36.3,0,"E",39,"No",57,7,1017.3,"NW","WNW","No"
"540","Brisbane",19.9,28.5,0,"ENE",24,"No",59,5,1023.3,"SSE","ENE","No"
"541","Nuriootpa",3.8,17.8,0.4,"ESE",41,"No",68,0,1030.7,"SSE","WNW","No"
"542","PerthAirport",18.4,23.2,3.2,"S",39,"Yes",68,0,1004.2,"NNW","SSW","No"
"543","PerthAirport",12.1,22.2,0,"E",33,"No",70,1,1021.9,"SE","SE","No"
"544","Hobart",12.9,26.1,0,"SE",41,"No",67,0,1022,"SSE","SE","No"
"545","Ballarat",-0.9,11.2,0,"N",31,"No",100,5,1027.2,"SSE","N","No"
"546","PerthAirport",12.1,9.4,0.6,"E",30,"No",92,2,1025.9,"WSW","WSW","No"
"547","Sydney",20.3,28.3,0,"NE",44,"No",51,1,1014.9,"NE","NE","No"
"548","PerthAirport",12.2,19,0,"E",28,"No",59,3,1020.5,"WSW","WNW","Yes"
"549","Portland",8.7,16.1,0,"NW",39,"No",90,7,1001.9,"NNW","NNW","Yes"
"550","Perth",5.1,19,0,"E",28,"No",68,1,1029.2,"S","WSW","No"
"551","CoffsHarbour",15.5,26.6,0,"NE",33,"No",68,1,1020.2,"SSE","NE","No"
"552","Williamtown",13.5,31.9,0,"ESE",28,"No",72,3,1020.9,"NW","ESE","No"
"553","Mildura",4.1,16.6,0.2,"ENE",22,"No",91,8,1017.3,"ENE","SE","No"
"554","Melbourne",16.2,25.9,0,"S",37,"No",59,7,1014,"NNE","SSE","No"
"555","Mildura",8.1,11.5,0.2,"W",37,"No",90,7,1009.9,"SSE","WSW","Yes"
"556","SydneyAirport",15.4,19.5,1.2,"S",54,"Yes",68,8,1012,"SSW","S","Yes"
"557","MelbourneAirport",8.9,23.9,0,"N",45,"No",85,7,1029.9,"WNW","N","No"
"558","Melbourne",3.8,20.1,0,"N",41,"No",67,1,1024.8,"N","NW","No"
"559","Moree",16.4,19.5,0,"NE",31,"No",76,7,1015.8,"SSE","W","No"
"560","Woomera",15.2,34.2,0,"E",37,"No",38,1,1016.1,"E","W","No"
"561","Watsonia",14.5,26.6,0,"E",39,"No",68,2,1017.3,"N","N","No"
"562","MelbourneAirport",17.7,26.4,0,"S",24,"No",76,6,1013.1,"WSW","SE","No"
"563","Woomera",3.6,16.1,0.8,"SW",28,"No",94,1,1025.3,"WSW","SSW","No"
"564","PerthAirport",4.3,23.2,0,"ESE",54,"No",68,0,1026.5,"ESE","ESE","No"
"565","Darwin",24.5,35.7,0,"E",41,"No",65,1,1013.1,"E","E","No"
"566","Melbourne",16.6,30.5,0,"SSW",26,"No",58,0,1021.3,"NNE","SSW","No"
"567","Ballarat",5.5,32.1,0,"NW",39,"No",33,8,1006.3,"N","NNW","Yes"
"568","Darwin",25.1,34.9,0,"N",35,"No",55,1,1012.8,"NE","W","Yes"
"569","PerthAirport",20.8,37.1,0,"ENE",31,"No",68,6,1009.9,"E","SW","No"
"570","Portland",0.8,12.2,6.8,"SSW",52,"No",87,8,1017.3,"SSW","SSW","Yes"
"571","Nuriootpa",18.1,20,0,"NNE",31,"No",45,3,1014.8,"NE","NNE","No"
"572","Mildura",8.9,23.3,0,"SW",43,"Yes",93,7,1007.6,"SE","SW","Yes"
"573","Nuriootpa",5.1,15.9,0.1,"NE",31,"No",71,7,1023.4,"SSE","W","No"
"574","Watsonia",2.6,13.7,4.2,"SW",54,"Yes",94,7,1017.3,"SSE","WSW","Yes"
"575","Brisbane",19.9,35.5,0,"WNW",30,"No",51,2,1004.4,"NW","NNE","No"
